name,age_group,population
Russia_Tambov_Oblast,50-64,245529
Russia_Tambov_Oblast,65+,172001
Russia_Tatarstan,0-4,232646
Russia_Tatarstan,5-19,650282
Russia_Tatarstan,20-49,1731179
Russia_Tatarstan,50-64,766043
Russia_Tatarstan,65+,451862
Russia_Tomsk_Oblast,0-4,34671
Russia_Tomsk_Oblast,5-19,83935
Russia_Tomsk_Oblast,20-49,248275
Russia_Tomsk_Oblast,50-64,108955
Russia_Tomsk_Oblast,65+,55103
Russia_Tula_Oblast,0-4,74110
Russia_Tula_Oblast,5-19,217021
Russia_Tula_Oblast,20-49,675752
Russia_Tula_Oblast,50-64,358561
Russia_Tula_Oblast,65+,247137
Russia_Tuva,0-4,37547
Russia_Tuva,5-19,75901
Russia_Tuva,20-49,144846
Russia_Tuva,50-64,38408
Russia_Tuva,65+,14892
Russia_Tver_Oblast,0-4,21461
Russia_Tver_Oblast,5-19,56871
Russia_Tver_Oblast,20-49,174216
Russia_Tver_Oblast,50-64,92007
Russia_Tver_Oblast,65+,63864
Russia_Tyumen_Oblast,0-4,41630
Russia_Tyumen_Oblast,5-19,95338
Russia_Tyumen_Oblast,20-49,273315
Russia_Tyumen_Oblast,50-64,119172
Russia_Tyumen_Oblast,65+,59415
Russia_Udmurtia,0-4,103565
Russia_Udmurtia,5-19,251144
Russia_Udmurtia,20-49,699104
Russia_Udmurtia,50-64,324849
Russia_Udmurtia,65+,161027
Russia_Ulyanovsk_Oblast,0-4,65950
Russia_Ulyanovsk_Oblast,5-19,189114
Russia_Ulyanovsk_Oblast,20-49,581712
Russia_Ulyanovsk_Oblast,50-64,296532
Russia_Ulyanovsk_Oblast,65+,175004
Russia_Vladimir_Oblast,0-4,76716
Russia_Vladimir_Oblast,5-19,206330
Russia_Vladimir_Oblast,20-49,633151
Russia_Vladimir_Oblast,50-64,326049
Russia_Vladimir_Oblast,65+,218776
Russia_Volgograd_Oblast,0-4,153874
Russia_Volgograd_Oblast,5-19,407499
Russia_Volgograd_Oblast,20-49,1177600
Russia_Volgograd_Oblast,50-64,547921
Russia_Volgograd_Oblast,65+,354636
Russia_Vologda_Oblast,0-4,18121
Russia_Vologda_Oblast,5-19,45067
Russia_Vologda_Oblast,20-49,136242
Russia_Vologda_Oblast,50-64,66564
Russia_Vologda_Oblast,65+,39354
Russia_Voronezh_Oblast,0-4,117778
Russia_Voronezh_Oblast,5-19,338469
Russia_Voronezh_Oblast,20-49,1030712
Russia_Voronezh_Oblast,50-64,512301
Russia_Voronezh_Oblast,65+,364183
Russia_Yamalo_Nenets_Autonomous_Okrug,0-4,40676
Russia_Yamalo_Nenets_Autonomous_Okrug,5-19,104161
Russia_Yamalo_Nenets_Autonomous_Okrug,20-49,278978
Russia_Yamalo_Nenets_Autonomous_Okrug,50-64,92933
Russia_Yamalo_Nenets_Autonomous_Okrug,65+,12405
Russia_Yaroslavl_Oblast,0-4,67483
Russia_Yaroslavl_Oblast,5-19,179976
Russia_Yaroslavl_Oblast,20-49,566973
Russia_Yaroslavl_Oblast,50-64,282941
Russia_Yaroslavl_Oblast,65+,190365
Russia_Zabaykalsky_Krai,0-4,85683
Russia_Zabaykalsky_Krai,5-19,204007
Russia_Zabaykalsky_Krai,20-49,521069
Russia_Zabaykalsky_Krai,50-64,211672
Russia_Zabaykalsky_Krai,65+,97956
Rwanda,0-4,1886133
Rwanda,5-19,5000143
Rwanda,20-49,5623700
Rwanda,50-64,1049916
Rwanda,65+,546455
Saint_Lucia,0-4,10160
Saint_Lucia,5-19,34078
Saint_Lucia,20-49,85713
Saint_Lucia,50-64,32603
Saint_Lucia,65+,16967
Saint_Vincent_and_the_Grenadines,0-4,6267
Saint_Vincent_and_the_Grenadines,5-19,22729
Saint_Vincent_and_the_Grenadines,20-49,41508
Saint_Vincent_and_the_Grenadines,50-64,18622
Saint_Vincent_and_the_Grenadines,65+,11840
Samoa,0-4,27918
Samoa,5-19,77735
Samoa,20-49,73685
Samoa,50-64,25438
Samoa,65+,12566
Sao_Tome_and_Principe,0-4,30936
Sao_Tome_and_Principe,5-19,84942
Sao_Tome_and_Principe,20-49,88970
Sao_Tome_and_Principe,50-64,19284
Sao_Tome_and_Principe,65+,9052
Saudi_Arabia,0-4,2619700
Saudi_Arabia,5-19,7840181
Saudi_Arabia,20-49,18831836
Saudi_Arabia,50-64,3393480
Saudi_Arabia,65+,976043
Senegal,0-4,2471997
Senegal,5-19,6582517
Senegal,20-49,7194295
Senegal,50-64,1380192
Senegal,65+,659071
Serbia,0-4,312158
Serbia,5-19,996029
Serbia,20-49,2558700
Serbia,50-64,1370716
Serbia,65+,1520727
Seychelles,0-4,8876
Seychelles,5-19,25027
Seychelles,20-49,63108
Seychelles,50-64,21289
Seychelles,65+,10905
Sierra_Leone,0-4,1168727
Sierra_Leone,5-19,3039770
Sierra_Leone,20-49,3404248
Sierra_Leone,50-64,664464
Sierra_Leone,65+,275696
Singapore,0-4,230778
Singapore,5-19,806290
Singapore,20-49,3003306
Singapore,50-64,994591
Singapore,65+,777495
Slovakia,0-4,279092
Slovakia,5-19,873932
Slovakia,20-49,2287254
Slovakia,50-64,1069334
Slovakia,65+,1009961
Slovenia,0-4,94808
Slovenia,5-19,322818
Slovenia,20-49,799058
Slovenia,50-64,445665
Slovenia,65+,456872
Solomon_Islands,0-4,103998
Solomon_Islands,5-19,279440
Solomon_Islands,20-49,326075
Solomon_Islands,50-64,70654
Solomon_Islands,65+,29371
South_Africa,0-4,6774110
South_Africa,5-19,17905842
South_Africa,20-49,28605764
South_Africa,50-64,6795571
South_Africa,65+,3546553
South_Africa_Eastern_Cape,0-4,919013
South_Africa_Eastern_Cape,5-19,2673751
South_Africa_Eastern_Cape,20-49,2996331
South_Africa_Eastern_Cape,50-64,916653
South_Africa_Eastern_Cape,65+,559208
South_Africa_Free_State,0-4,353769
South_Africa_Free_State,5-19,948292
South_Africa_Free_State,20-49,1493931
South_Africa_Free_State,50-64,386673
South_Africa_Free_State,65+,191721
South_Africa_Gauteng,0-4,1472963
South_Africa_Gauteng,5-19,3297538
South_Africa_Gauteng,20-49,8018348
South_Africa_Gauteng,50-64,1628357
South_Africa_Gauteng,65+,665806
South_Africa_KwaZulu-Natal,0-4,1370458
South_Africa_KwaZulu-Natal,5-19,3976025
South_Africa_KwaZulu-Natal,20-49,5332559
South_Africa_KwaZulu-Natal,50-64,1261266
South_Africa_KwaZulu-Natal,65+,678531
South_Africa_Limpopo,0-4,819056
South_Africa_Limpopo,5-19,2241944
South_Africa_Limpopo,20-49,2540487
South_Africa_Limpopo,50-64,603324
South_Africa_Limpopo,65+,437925
South_Africa_Mpumalanga,0-4,548576
South_Africa_Mpumalanga,5-19,1524460
South_Africa_Mpumalanga,20-49,2186652
South_Africa_Mpumalanga,50-64,467289
South_Africa_Mpumalanga,65+,238215
South_Africa_North_West,0-4,469111
South_Africa_North_West,5-19,1165973
South_Africa_North_West,20-49,1935507
South_Africa_North_West,50-64,487816
South_Africa_North_West,65+,255407
South_Africa_Northern_Cape,0-4,149818
South_Africa_Northern_Cape,5-19,407793
South_Africa_Northern_Cape,20-49,603490
South_Africa_Northern_Cape,50-64,164673
South_Africa_Northern_Cape,65+,82490
South_Africa_Western_Cape,0-4,671604
South_Africa_Western_Cape,5-19,1691369
South_Africa_Western_Cape,20-49,3480875
South_Africa_Western_Cape,50-64,876579
South_Africa_Western_Cape,65+,435879
South_Korea,0-4,1308826
South_Korea,5-19,6559850
South_Korea,20-49,21301572
South_Korea,50-64,12852763
South_Korea,65+,9715075
South_Sudan,0-4,1528784
South_Sudan,5-19,4621307
South_Sudan,20-49,4307202
South_Sudan,50-64,1013898
South_Sudan,65+,348662
Spain,0-4,1742340
Spain,5-19,7066112
Spain,20-49,18261189
Spain,50-64,10828962
Spain,65+,10017212
Sri_Lanka,0-4,1628799
Sri_Lanka,5-19,5294026
Sri_Lanka,20-49,9601509
Sri_Lanka,50-64,3768599
Sri_Lanka,65+,2745502
Sudan,0-4,7609357
Sudan,5-19,18075320
Sudan,20-49,18982403
Sudan,50-64,3750512
Sudan,65+,1630981
Suriname,0-4,53349
Suriname,5-19,163942
Suriname,20-49,269926
Suriname,50-64,95512
Suriname,65+,49014
Sweden,0-4,556392
Sweden,5-19,1867839
Sweden,20-49,4031414
Sweden,50-64,1939098
Sweden,65+,2186335
Switzerland,0-4,431948
Switzerland,5-19,1332544
Switzerland,20-49,3469179
Switzerland,50-64,1900661
Switzerland,65+,1763735
Syrian_Arab_Republic,0-4,2356754
Syrian_Arab_Republic,5-19,7693504
Syrian_Arab_Republic,20-49,10530483
Syrian_Arab_Republic,50-64,2458727
Syrian_Arab_Republic,65+,1135158
Taiwan,0-4,750073
Taiwan,5-19,3019956
Taiwan,20-49,9791417
Taiwan,50-64,5341386
Taiwan,65+,4361456
Tajikistan,0-4,1333792
Tajikistan,5-19,3392508
Tajikistan,20-49,4324785
Tajikistan,50-64,1047680
Tajikistan,65+,392940
Tanzania,0-4,10915497
Tanzania,5-19,25289956
Tanzania,20-49,25098168
Tanzania,50-64,4216249
Tanzania,65+,2058339
Thailand,0-4,3063331
Thailand,5-19,11943643
Thailand,20-49,30528083
Thailand,50-64,15372936
Thailand,65+,10781214
Timor-Leste,0-4,154343
Timor-Leste,5-19,476362
Timor-Leste,20-49,563852
Timor-Leste,50-64,123340
Timor-Leste,65+,73827
Togo,0-4,1349822
Togo,5-19,3378207
Togo,20-49,3619478
Togo,50-64,764802
Togo,65+,300081
Tonga,0-4,11792
Tonga,5-19,36874
Tonga,20-49,36498
Tonga,50-64,12262
Tonga,65+,6951
Trinidad_and_Tobago,0-4,83437
Trinidad_and_Tobago,5-19,280363
Trinidad_and_Tobago,20-49,682166
Trinidad_and_Tobago,50-64,277422
Trinidad_and_Tobago,65+,182364
Tunisia,0-4,884461
Tunisia,5-19,2954606
Tunisia,20-49,5277793
Tunisia,50-64,1981460
Tunisia,65+,1141939
Turkey,0-4,5631678
Turkey,5-19,19567097
Turkey,20-49,39463458
Turkey,50-64,13841415
Turkey,65+,8868025
Turkmenistan,0-4,798787
Turkmenistan,5-19,2079686
Turkmenistan,20-49,3273181
Turkmenistan,50-64,952591
Turkmenistan,65+,326457
Uganda,0-4,8009627
Uganda,5-19,19327665
Uganda,20-49,18237535
Uganda,50-64,2687338
Uganda,65+,1069927
Ukraine,0-4,1247983
Ukraine,5-19,5986443
Ukraine,20-49,15237578
Ukraine,50-64,7907637
Ukraine,65+,7061619
United_Arab_Emirates,0-4,572223
United_Arab_Emirates,5-19,1687421
United_Arab_Emirates,20-49,7264548
United_Arab_Emirates,50-64,1124299
United_Arab_Emirates,65+,190638
United_Kingdom,0-4,3559921
United_Kingdom,5-19,12402424
United_Kingdom,20-49,26335370
United_Kingdom,50-64,13252533
United_Kingdom,65+,13372795
United_States,0-4,18608139
United_States,5-19,63540783
United_States,20-49,132780169
United_States,50-64,63172279
United_States,65+,60019216
United_States_Alabama,0-4,293105
United_States_Alabama,5-19,977307
United_States_Alabama,20-49,1930041
United_States_Alabama,50-64,975703
United_States_Alabama,65+,932312
United_States_Alaska,0-4,45857
United_States_Alaska,5-19,146045
United_States_Alaska,20-49,309304
United_States_Alaska,50-64,126889
United_States_Alaska,65+,105311
United_States_Arizona,0-4,393531
United_States_Arizona,5-19,1388774
United_States_Arizona,20-49,2898751
United_States_Arizona,50-64,1315769
United_States_Arizona,65+,1434519
United_States_Arkansas,0-4,180834
United_States_Arkansas,5-19,605183
United_States_Arkansas,20-49,1171006
United_States_Arkansas,50-64,559415
United_States_Arkansas,65+,551294
United_States_California,0-4,2097790
United_States_California,5-19,7387379
United_States_California,20-49,16044250
United_States_California,50-64,7123841
United_States_California,65+,6311933
United_States_Colorado,0-4,308959
United_States_Colorado,5-19,1059650
United_States_Colorado,20-49,2533481
United_States_Colorado,50-64,1032505
United_States_Colorado,65+,943015
United_States_Connecticut,0-4,180673
United_States_Connecticut,5-19,642118
United_States_Connecticut,20-49,1363241
United_States_Connecticut,50-64,740370
United_States_Connecticut,65+,690774
United_States_Delaware,0-4,54471
United_States_Delaware,5-19,184431
United_States_Delaware,20-49,369336
United_States_Delaware,50-64,204334
United_States_Delaware,65+,219318
United_States_District_of_Columbia,0-4,38586
United_States_District_of_Columbia,5-19,108200
United_States_District_of_Columbia,20-49,345397
United_States_District_of_Columbia,50-64,98057
United_States_District_of_Columbia,65+,88732
United_States_Florida,0-4,1124756
United_States_Florida,5-19,3769116
United_States_Florida,20-49,8343295
United_States_Florida,50-64,4456867
United_States_Florida,65+,4916692
United_States_Georgia,0-4,635832
United_States_Georgia,5-19,2200765
United_States_Georgia,20-49,4428609
United_States_Georgia,50-64,2067804
United_States_Georgia,65+,1696217
United_States_Hawaii,0-4,77650
United_States_Hawaii,5-19,245823
United_States_Hawaii,20-49,547440
United_States_Hawaii,50-64,261719
United_States_Hawaii,65+,302506
United_States_Idaho,0-4,113383
United_States_Idaho,5-19,416543
United_States_Idaho,20-49,757572
United_States_Idaho,50-64,336098
United_States_Idaho,65+,341130
United_States_Illinois,0-4,664874
United_States_Illinois,5-19,2362711
United_States_Illinois,20-49,4945152
United_States_Illinois,50-64,2373030
United_States_Illinois,65+,2203922
United_States_Indiana,0-4,405723
United_States_Indiana,5-19,1365856
United_States_Indiana,20-49,2648859
United_States_Indiana,50-64,1262613
United_States_Indiana,65+,1179148
United_States_Iowa,0-4,186039
United_States_Iowa,5-19,636239
United_States_Iowa,20-49,1210993
United_States_Iowa,50-64,577896
United_States_Iowa,65+,595837
United_States_Kansas,0-4,174988
United_States_Kansas,5-19,603139
United_States_Kansas,20-49,1137104
United_States_Kansas,50-64,511921
United_States_Kansas,65+,513394
United_States_Kentucky,0-4,263862
United_States_Kentucky,5-19,863848
United_States_Kentucky,20-49,1728098
United_States_Kentucky,50-64,863589
United_States_Kentucky,65+,806757
United_States_Louisiana,0-4,279427
United_States_Louisiana,5-19,904291
United_States_Louisiana,20-49,1766026
United_States_Louisiana,50-64,830350
United_States_Louisiana,65+,793655
United_States_Maine,0-4,61645
United_States_Maine,5-19,221105
United_States_Maine,20-49,496828
United_States_Maine,50-64,295303
United_States_Maine,65+,320841
United_States_Maryland,0-4,349713
United_States_Maryland,5-19,1165125
United_States_Maryland,20-49,2385928
United_States_Maryland,50-64,1213103
United_States_Maryland,65+,1066384
United_States_Massachusetts,0-4,343943
United_States_Massachusetts,5-19,1200113
United_States_Massachusetts,20-49,2778406
United_States_Massachusetts,50-64,1385263
United_States_Massachusetts,65+,1293674
United_States_Michigan,0-4,529962
United_States_Michigan,5-19,1838285
United_States_Michigan,20-49,3775711
United_States_Michigan,50-64,1966551
United_States_Michigan,65+,1926752
United_States_Minnesota,0-4,328430
United_States_Minnesota,5-19,1120325
United_States_Minnesota,20-49,2206489
United_States_Minnesota,50-64,1059424
United_States_Minnesota,65+,1023247
United_States_Mississippi,0-4,173870
United_States_Mississippi,5-19,588607
United_States_Mississippi,20-49,1112493
United_States_Mississippi,50-64,547058
United_States_Mississippi,65+,517662
United_States_Missouri,0-4,351517
United_States_Missouri,5-19,1180950
United_States_Missouri,20-49,2370116
United_States_Missouri,50-64,1156958
United_States_Missouri,65+,1136615
United_States_Montana,0-4,57574
United_States_Montana,5-19,205092
United_States_Montana,20-49,433810
United_States_Montana,50-64,204352
United_States_Montana,65+,231984
United_States_Nebraska,0-4,123659
United_States_Nebraska,5-19,412625
United_States_Nebraska,20-49,762825
United_States_Nebraska,50-64,339724
United_States_Nebraska,65+,339546
United_States_Nevada,0-4,171440
United_States_Nevada,5-19,584009
United_States_Nevada,20-49,1283844
United_States_Nevada,50-64,599174
United_States_Nevada,65+,555709
United_States_New_Hampshire,0-4,62585
United_States_New_Hampshire,5-19,224130
United_States_New_Hampshire,20-49,517939
United_States_New_Hampshire,50-64,305874
United_States_New_Hampshire,65+,291526
United_States_New_Jersey,0-4,519070
United_States_New_Jersey,5-19,1711116
United_States_New_Jersey,20-49,3553248
United_States_New_Jersey,50-64,1859063
United_States_New_Jersey,65+,1648344
United_States_New_Mexico,0-4,107321
United_States_New_Mexico,5-19,401289
United_States_New_Mexico,20-49,810293
United_States_New_Mexico,50-64,376917
United_States_New_Mexico,65+,418551
United_States_New_York,0-4,1038816
United_States_New_York,5-19,3418795
United_States_New_York,20-49,7663310
United_States_New_York,50-64,3816194
United_States_New_York,65+,3634101
United_States_North_Carolina,0-4,606455
United_States_North_Carolina,5-19,2025224
United_States_North_Carolina,20-49,4219256
United_States_North_Carolina,50-64,2076067
United_States_North_Carolina,65+,1908489
United_States_North_Dakota,0-4,49307
United_States_North_Dakota,5-19,160327
United_States_North_Dakota,20-49,314917
United_States_North_Dakota,50-64,126059
United_States_North_Dakota,65+,133316
United_States_Ohio,0-4,658693
United_States_Ohio,5-19,2218115
United_States_Ohio,20-49,4452829
United_States_Ohio,50-64,2247348
United_States_Ohio,65+,2208950
United_States_Oklahoma,0-4,244277
United_States_Oklahoma,5-19,833760
United_States_Oklahoma,20-49,1599767
United_States_Oklahoma,50-64,702382
United_States_Oklahoma,65+,673638
United_States_Oregon,0-4,202332
United_States_Oregon,5-19,728283
United_States_Oregon,20-49,1707679
United_States_Oregon,50-64,765790
United_States_Oregon,65+,829274
United_States_Pennsylvania,0-4,665907
United_States_Pennsylvania,5-19,2322846
United_States_Pennsylvania,20-49,4840903
United_States_Pennsylvania,50-64,2536353
United_States_Pennsylvania,65+,2595674
United_States_Rhode_Island,0-4,52210
United_States_Rhode_Island,5-19,186130
United_States_Rhode_Island,20-49,427373
United_States_Rhode_Island,50-64,218701
United_States_Rhode_Island,65+,211548
United_States_South_Carolina,0-4,291612
United_States_South_Carolina,5-19,996048
United_States_South_Carolina,20-49,2011730
United_States_South_Carolina,50-64,1036234
United_States_South_Carolina,65+,1037931
United_States_South_Dakota,0-4,57935
United_States_South_Dakota,5-19,188337
United_States_South_Dakota,20-49,342248
United_States_South_Dakota,50-64,161961
United_States_South_Dakota,65+,168837
United_States_Tennessee,0-4,411380
United_States_Tennessee,5-19,1331507
United_States_Tennessee,20-49,2783982
United_States_Tennessee,50-64,1357624
United_States_Tennessee,65+,1241996
United_States_Texas,0-4,1936893
United_States_Texas,5-19,6471708
United_States_Texas,20-49,12717186
United_States_Texas,50-64,5189451
United_States_Texas,65+,4188063
United_States_Utah,0-4,231295
United_States_Utah,5-19,809530
United_States_Utah,20-49,1473959
United_States_Utah,50-64,485814
United_States_Utah,65+,417136
United_States_Vermont,0-4,27348
United_States_Vermont,5-19,107028
United_States_Vermont,20-49,238074
United_States_Vermont,50-64,131891
United_States_Vermont,65+,143123
United_States_Virginia,0-4,485946
United_States_Virginia,5-19,1625083
United_States_Virginia,20-49,3454329
United_States_Virginia,50-64,1651461
United_States_Virginia,65+,1498879
United_States_Washington,0-4,421127
United_States_Washington,5-19,1403135
United_States_Washington,20-49,3260177
United_States_Washington,50-64,1390682
United_States_Washington,65+,1337759
United_States_West_Virginia,0-4,87399
United_States_West_Virginia,5-19,308498
United_States_West_Virginia,20-49,643001
United_States_West_Virginia,50-64,350494
United_States_West_Virginia,65+,380679
United_States_Wisconsin,0-4,310374
United_States_Wisconsin,5-19,1094059
United_States_Wisconsin,20-49,2222013
United_States_Wisconsin,50-64,1154707
United_States_Wisconsin,65+,1129802
United_States_Wyoming,0-4,30785
United_States_Wyoming,5-19,114199
United_States_Wyoming,20-49,222773
United_States_Wyoming,50-64,104435
United_States_Wyoming,65+,111865
Uruguay,0-4,172355
Uruguay,5-19,689121
Uruguay,20-49,1408988
Uruguay,50-64,577383
Uruguay,65+,539631
Uzbekistan,0-4,4394823
Uzbekistan,5-19,9496482
Uzbekistan,20-49,15556819
Uzbekistan,50-64,4485572
Uzbekistan,65+,2076757
Vanuatu,0-4,44060
Vanuatu,5-19,111678
Vanuatu,20-49,124982
Vanuatu,50-64,29578
Vanuatu,65+,13786
Venezuela,0-4,2098983
Venezuela,5-19,7949668
Venezuela,20-49,11220769
Venezuela,50-64,4385652
Venezuela,65+,2695850
Vietnam,0-4,7133674
Vietnam,5-19,23664739
Vietnam,20-49,44554118
Vietnam,50-64,16442466
Vietnam,65+,8880294
Yemen,0-4,6375102
Yemen,5-19,14228827
Yemen,20-49,15839180
Yemen,50-64,2539134
Yemen,65+,1005017
Zambia,0-4,3177314
Zambia,5-19,7952434
Zambia,20-49,8192268
Zambia,50-64,1291804
Zambia,65+,403728
Zimbabwe,0-4,2321288
Zimbabwe,5-19,6317202
Zimbabwe,20-49,6302002
Zimbabwe,50-64,941583
Zimbabwe,65+,596308
